pmid,pmcid,title,figure_id,figure_label,figure_title,figure_url,figure_depiction,source_description_in_figure,lv2_source,source_type,target_description_in_figure,lv2_target,target_type,direction
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Figure 4.,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig4.jpg,Senescence,http://purl.obolibrary.org/obo/GO_0090398,process,Glomerulosclerosis,http://purl.obolibrary.org/obo/DOID_0050851,disease,
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Figure 4.,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig4.jpg,Senescence,http://purl.obolibrary.org/obo/GO_0090398,process,Type 2 Diabetes,http://purl.obolibrary.org/obo/DOID_9352,disease,
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Figure 4.,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig4.jpg,Senescence,http://purl.obolibrary.org/obo/GO_0090398,process,Cachexia,http://purl.obolibrary.org/obo/SYMP_0000402,,
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Figure 4.,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig4.jpg,Senescence,http://purl.obolibrary.org/obo/GO_0090398,process,Sarcopenia,http://purl.obolibrary.org/obo/NCIT_C186726,,
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Figure 4.,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig4.jpg,Senescence,http://purl.obolibrary.org/obo/GO_0090398,process,Osteoarthritis,http://purl.obolibrary.org/obo/DOID_8398,disease,
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,Figure 1.,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/bin/1565f01.jpg,Senescent Cell,http://purl.obolibrary.org/obo/GO_0090398,process,Wound healing/Fibrosis resolution,http://purl.obolibrary.org/obo/GO_0042060,process,
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,Figure 1.,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/bin/1565f01.jpg,Senescent Cell,http://purl.obolibrary.org/obo/GO_0090398,process,Wound healing/Fibrosis resolution,http://purl.bioontology.org/ontology/HOIP/HOIP_0060892,process,
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,Figure 1.,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/bin/1565f01.jpg,Senescent Cell,http://purl.obolibrary.org/obo/GO_0090398,process,Immune cell recruitment,http://purl.obolibrary.org/obo/GO_0050900,process,
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,Figure 1.,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/bin/1565f01.jpg,Senescent Cell,http://purl.obolibrary.org/obo/GO_0090398,process,Cell fate/differentiation,http://purl.obolibrary.org/obo/GO_0030154,process,
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,Figure 1.,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/bin/1565f01.jpg,Senescent Cell,http://purl.obolibrary.org/obo/GO_0090398,process,Cell fate/differentiation,http://purl.obolibrary.org/obo/GO_0045165,process,
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,Figure 1.,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/bin/1565f01.jpg,Senescent Cell,http://purl.obolibrary.org/obo/GO_0090398,process,Tumor Promotion,http://purl.bioontology.org/ontology/HOIP/HOIP_0060842,process,
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,Figure 1.,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/bin/1565f01.jpg,Senescent Cell,http://purl.obolibrary.org/obo/GO_0090398,process,Tissue dysfunction/Inflammation,http://purl.bioontology.org/ontology/HOIP/HOIP_0039037,process,
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,Figure 1.,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/bin/1565f01.jpg,Senescent Cell,http://purl.obolibrary.org/obo/GO_0090398,process,Tissue dysfunction/Inflammation,http://purl.obolibrary.org/obo/GO_0006954,process,
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,Figure 1.,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/bin/1565f01.jpg,Senescent Cell,http://purl.obolibrary.org/obo/GO_0090398,process,Immune evasion,http://purl.obolibrary.org/obo/GO_0050900,process,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,Telomere Erosion,http://purl.bioontology.org/ontology/HOIP/HOIP_0060049,process,cellular senescence*,http://purl.obolibrary.org/obo/GO_0090398,process,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,Oncogene activation,http://purl.obolibrary.org/obo/NCIT_C18909,process,cellular senescence*,http://purl.obolibrary.org/obo/GO_0090398,process,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,DNA damage,http://purl.obolibrary.org/obo/NCIT_C16507,process,cellular senescence*,http://purl.obolibrary.org/obo/GO_0090398,process,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,Oxidative stress,http://purl.obolibrary.org/obo/GO_0006979,process,cellular senescence*,http://purl.obolibrary.org/obo/GO_0090398,process,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,Irradiation,http://purl.obolibrary.org/obo/OBI_0302889,process,cellular senescence*,http://purl.obolibrary.org/obo/GO_0090398,process,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,Chemotherapy,http://purl.obolibrary.org/obo/NCIT_C15632,process,cellular senescence*,http://purl.obolibrary.org/obo/GO_0090398,process,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,iPSC reprogramming,http://purl.bioontology.org/ontology/HOIP/HOIP_0060875,process,cellular senescence*,http://purl.obolibrary.org/obo/GO_0090398,process,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,Developmental cues,http://purl.obolibrary.org/obo/GO_0032502,process,cellular senescence*,http://purl.obolibrary.org/obo/GO_0090398,process,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,Tissue damage,http://purl.obolibrary.org/obo/NCIT_C50773,process,cellular senescence*,http://purl.obolibrary.org/obo/GO_0090398,process,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,BCL-2,http://purl.obolibrary.org/obo/PR_P10415,molecule,Resistance to apoptosis,http://purl.obolibrary.org/obo/GO_0043066,process,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,PI3K,http://purl.obolibrary.org/obo/PR_000026439,molecule,AKT,http://purl.obolibrary.org/obo/PR_P31749,molecule,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,p16,http://purl.obolibrary.org/obo/PR_000030011,molecule,permanent cell cycle arrest (G1 or G2),http://purl.obolibrary.org/obo/GO_0007050,process,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,p21,http://purl.obolibrary.org/obo/PR_P38936,molecule,permanent cell cycle arrest (G1 or G2),http://purl.obolibrary.org/obo/GO_0007050,process,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,p53,http://purl.obolibrary.org/obo/PR_P04637,molecule,permanent cell cycle arrest (G1 or G2),http://purl.obolibrary.org/obo/GO_0007050,process,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,NF-kB,http://purl.obolibrary.org/obo/GO_0035525,molecule,SASP genes,http://purl.bioontology.org/ontology/HOIP/HOIP_0060820,molecule,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,c/EBPβ,http://purl.obolibrary.org/obo/PR_P17676,molecule,SASP genes,http://purl.bioontology.org/ontology/HOIP/HOIP_0060820,molecule,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,mTOR,http://purl.obolibrary.org/obo/PR_P42345,molecule,SASP genes,http://purl.bioontology.org/ontology/HOIP/HOIP_0060820,molecule,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,ROS,http://purl.obolibrary.org/obo/CHEBI_26523,,SASP,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,process,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,IL-6,http://purl.obolibrary.org/obo/PR_P05231,molecule,SASP,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,process,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,IL-8,http://purl.obolibrary.org/obo/PR_P10145,molecule,Autocrine senescence,http://purl.obolibrary.org/obo/GO_0035425,process,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,Gro-α,http://purl.obolibrary.org/obo/PR_P09341,molecule,Autocrine senescence,http://purl.obolibrary.org/obo/GO_0035425,process,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,IGFBP-7, http://purl.obolibrary.org/obo/PR_Q16270,molecule,Autocrine senescence,http://purl.obolibrary.org/obo/GO_0035425,process,
