pmid,pmcid,title,figure_id,figure_title,figure_url,node_annotation,node_prediction,node_type,result
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,arf,arf,MOLECULE,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,ddr,ddr,PROCESS,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,oncogene overexpression,oncogene overexpression,PROCESS,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,mitochondrial dysfunction,mitochondrial dysfunction,PROCESS,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,p21,p21,MOLECULE,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,rb,rb,MOLECULE,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,g1 arrest,g1 arrest,PROCESS,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,inflammation,inflammation,PROCESS,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,mdm2,mdm2,MOLECULE,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,p53,p53,MOLECULE,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,telomere erosion,telomere erosion,PROCESS,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,p16,,MOLECULE,False Negative
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,dna damage,,PROCESS,False Negative
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,jmj3d,,MOLECULE,False Negative
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,ink4a/arf induction,,PROCESS,False Negative
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,ros,,COMPOUND,False Negative
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,ink4a/arf locus,,MOLECULE,False Negative
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,,ros-mediated dna damage,,False Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,,prc,,False Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,,ink4/arf induction,,False Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,,dna-scars,,False Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,,ink4/arf locus,,False Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,,jmjd3,,False Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,sasp,sasp,PROCESS,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,macrophage,macrophage,CELL,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,cd4+ t cell,cd4+ t cell,CELL,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,paracrine senescence,paracrine senescence,PROCESS,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,tissue remodeling,tissue remodeling,PROCESS,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,autocrine senescence,autocrine senescence,PROCESS,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,immune cell recruitment,immune cell recruitment,PROCESS,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,nk cell,nk cell,CELL,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,,senescent cell,,False Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,sarcopenia,sarcopenia,,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,type 2 diabetes,type 2 diabetes,DISEASE,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,glaucoma,glaucoma,DISEASE,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,glomerulosclerosis,glomerulosclerosis,DISEASE,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,cachexia,cachexia,,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,atherosclerosis,atherosclerosis,DISEASE,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,osteoarthritis,osteoarthritis,DISEASE,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,idiopathic pulmonary fibrosis (ipf),,DISEASE,False Negative
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,senescence,,PROCESS,False Negative
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,liver cirrhosis / nafld,,DISEASE,False Negative
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,,p16,,False Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,,idiopathic pulmonary fibrosis,,False Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,,liver cirrhosis,,False Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,,nafld,,False Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,,p53,,False Positive
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,tissue dysfunction/inflammation,tissue dysfunction/inflammation,PROCESS,True Positive
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,tumor promotion,tumor promotion,PROCESS,True Positive
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,plasticity/stemness,plasticity/stemness,PROCESS,True Positive
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,paracrine senescence,paracrine senescence,PROCESS,True Positive
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,immune evasion,immune evasion,PROCESS,True Positive
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,senescent cell,senescent cell,PROCESS,True Positive
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,immune cell recruitment,immune cell recruitment,PROCESS,True Positive
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,cell fate/differentiation,cell fate/differentiation,PROCESS,True Positive
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,wound healing/fibrosis resolution,,PROCESS,False Negative
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,,fibrosis resolution,,False Positive
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,,wound healing,,False Positive
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,,senescence reinforcement,,False Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,chemotherapy,chemotherapy,PROCESS,True Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,oncogene activation,oncogene activation,PROCESS,True Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,dna-scars,dna-scars,,True Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,dna damage,dna damage,PROCESS,True Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,p21,p21,MOLECULE,True Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,p53,p53,MOLECULE,True Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,p16,p16,MOLECULE,True Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,tissue damage,tissue damage,PROCESS,True Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,sasp genes,sasp genes,MOLECULE,True Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,sahf,sahf,,True Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,ros,ros,,True Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,sa-β-gal,sa-β-gal,MOLECULE,True Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,irradiation,irradiation,PROCESS,True Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,mtor,mtor,MOLECULE,True Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,bcl-2,bcl-2,MOLECULE,True Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,ccfs,ccfs,MOLECULE,True Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,telomere erosion,telomere erosion,PROCESS,True Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,c/ebpβ,c/ebpβ,MOLECULE,True Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,oxidative stress,oxidative stress,PROCESS,True Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,sting,sting,MOLECULE,True Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,developmental cues,developmental cues,PROCESS,True Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,p15,p15,MOLECULE,True Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,autophagy,autophagy,PROCESS,True Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,ipsc reprogramming,ipsc reprogramming,PROCESS,True Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,p14,p14,MOLECULE,True Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,p27,p27,MOLECULE,True Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,resistance to apoptosis,,PROCESS,False Negative
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,enlarged cell size,,PROCESS,False Negative
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,gro-α,,MOLECULE,False Negative
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,laminb1,,MOLECULE,False Negative
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,permanent cell cycle arrest (g1 or g2),,PROCESS,False Negative
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,il-6,,MOLECULE,False Negative
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,ccl20,,MOLECULE,False Negative
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,pi3k,,MOLECULE,False Negative
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,igfbp-7,,MOLECULE,False Negative
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,tgf-β,,MOLECULE,False Negative
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,il-8,,MOLECULE,False Negative
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,metabolic changes （lysosomal and mitochondrial expansion),,PROCESS,False Negative
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,akt,,MOLECULE,False Negative
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,nf-kb,,MOLECULE,False Negative
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,ccl2,,MOLECULE,False Negative
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,cellular senescence*,,PROCESS,False Negative
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,autocrine senescence,,PROCESS,False Negative
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,pai-1,,MOLECULE,False Negative
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,vegf,,MOLECULE,False Negative
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,sasp,,PROCESS,False Negative
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,reinforcement of growth arrest,,PROCESS,False Negative
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,il-1α,,MOLECULE,False Negative
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,paracrine senescence,,PROCESS,False Negative
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,ifn-γ,,MOLECULE,False Negative
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,cgas,,MOLECULE,False Negative
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,,nf-κb,,False Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,,lipofuscin,,False Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,,lamin b1,,False Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,,pi3k/akt,,False Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,,upar,,False Positive
