pmid,pmcid,title,figure_id,figure_label,figure_title,figure_url,figure_depiction,source_description_in_figure,lv2_source,source_type,target_description_in_figure,lv2_target,target_type,direction
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Figure 2.,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig2.jpg,Telomere erosion,http://purl.bioontology.org/ontology/HOIP/HOIP_0060049,process,DDR,http://purl.obolibrary.org/obo/GO_0006974,process,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Figure 2.,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig2.jpg,Oncogene overexpression,http://purl.bioontology.org/ontology/HOIP/HOIP_0060805,process,DDR,http://purl.obolibrary.org/obo/GO_0006974,process,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Figure 2.,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig2.jpg,ROS,http://purl.obolibrary.org/obo/CHEBI_26523,compound,DNA damage,http://purl.obolibrary.org/obo/NCIT_C16507,process,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Figure 2.,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig2.jpg,DNA damage,http://purl.obolibrary.org/obo/NCIT_C16507,process,DDR,http://purl.obolibrary.org/obo/GO_0006974,process,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Figure 2.,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig2.jpg,Mitochondrial dysfunction,http://purl.bioontology.org/ontology/HOIP/HOIP_0002361,process,DDR,http://purl.obolibrary.org/obo/GO_0006974,process,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Figure 2.,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig2.jpg,Inflammation,http://purl.obolibrary.org/obo/GO_0006954,process,DDR,http://purl.obolibrary.org/obo/GO_0006974,process,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Figure 2.,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig2.jpg,DDR,http://purl.obolibrary.org/obo/GO_0006974,process,p53,http://purl.obolibrary.org/obo/PR_P04637,molecule,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Figure 2.,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig2.jpg,MDM2,http://purl.obolibrary.org/obo/PR_Q00987,molecule,p53,http://purl.obolibrary.org/obo/PR_P04637,molecule,nega
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Figure 2.,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig2.jpg,p53,http://purl.obolibrary.org/obo/PR_P04637,molecule,p21,http://purl.obolibrary.org/obo/PR_P38936,molecule,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Figure 2.,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig2.jpg,p21,http://purl.obolibrary.org/obo/PR_P38936,molecule,CDK4/6,http://purl.obolibrary.org/obo/PR_P11802,molecule,nega
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Figure 2.,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig2.jpg,p21,http://purl.obolibrary.org/obo/PR_P38936,molecule,CDK4/6,http://purl.obolibrary.org/obo/PR_Q00534,molecule,nega
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Figure 2.,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig2.jpg,CDK4/6,http://purl.obolibrary.org/obo/PR_P11802,molecule,Rb,http://purl.obolibrary.org/obo/PR_P06400,molecule,nega
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Figure 2.,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig2.jpg,CDK4/6,http://purl.obolibrary.org/obo/PR_Q00534,molecule,Rb,http://purl.obolibrary.org/obo/PR_P06400,molecule,nega
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Figure 2.,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig2.jpg,Rb,http://purl.obolibrary.org/obo/PR_P06400,molecule,G1 Arrest,http://purl.obolibrary.org/obo/GO_1902807,process,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Figure 2.,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig2.jpg,p16,http://purl.obolibrary.org/obo/PR_000030011,molecule,CDK4/6,http://purl.obolibrary.org/obo/PR_P11802,molecule,nega
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Figure 2.,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig2.jpg,p16,http://purl.obolibrary.org/obo/PR_000030011,molecule,CDK4/6,http://purl.obolibrary.org/obo/PR_Q00534,molecule,nega
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Figure 2.,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig2.jpg,INK4A/ARF induction,http://purl.bioontology.org/ontology/HOIP/HOIP_0060807,process,p16,http://purl.obolibrary.org/obo/PR_000030011,molecule,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Figure 2.,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig2.jpg,INK4A/ARF induction,http://purl.bioontology.org/ontology/HOIP/HOIP_0060807,process,ARF,http://purl.obolibrary.org/obo/PR_Q8N726,molecule,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Figure 2.,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig2.jpg,ARF,http://purl.obolibrary.org/obo/PR_Q8N726,molecule,MDM2,http://purl.obolibrary.org/obo/PR_Q00987,molecule,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Figure 2.,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig2.jpg,JMJ3D,http://purl.obolibrary.org/obo/PR_O15054,molecule,INK4A/ARF locus,http://purl.obolibrary.org/obo/PR_000030011,molecule,nega
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Figure 2.,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig2.jpg,JMJ3D,http://purl.obolibrary.org/obo/PR_O15054,molecule,INK4A/ARF locus,http://purl.obolibrary.org/obo/PR_Q8N726,molecule,nega
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Figure 3.,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig3.jpg,SASP,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,process,Immune cell recruitment,http://purl.obolibrary.org/obo/GO_0050900,process,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Figure 3.,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig3.jpg,SASP,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,process,Tissue remodeling,http://purl.obolibrary.org/obo/GO_0048771,process,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Figure 3.,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig3.jpg,SASP,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,process,Paracrine senescence,http://purl.obolibrary.org/obo/GO_0038001,process,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Figure 3.,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig3.jpg,SASP,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,process,Autocrine senescence,http://purl.obolibrary.org/obo/GO_0035425,process,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Figure 3.,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig3.jpg,SASP,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,process,NK Cell,http://purl.obolibrary.org/obo/CL_0000623,cell,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Figure 3.,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig3.jpg,SASP,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,process,Macrophage,http://purl.obolibrary.org/obo/CL_0000235,cell,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Figure 3.,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig3.jpg,SASP,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,process,CD4+ T Cell,http://purl.obolibrary.org/obo/CL_0000624,cell,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Figure 4.,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig4.jpg,Senescence,http://purl.obolibrary.org/obo/GO_0090398,process,Glaucoma,http://purl.obolibrary.org/obo/DOID_1686,disease,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Figure 4.,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig4.jpg,Senescence,http://purl.obolibrary.org/obo/GO_0090398,process,Idiopathic pulmonary fibrosis (IPF),http://purl.obolibrary.org/obo/DOID_0050156,disease,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Figure 4.,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig4.jpg,Senescence,http://purl.obolibrary.org/obo/GO_0090398,process,Atherosclerosis,http://purl.obolibrary.org/obo/DOID_1936,disease,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Figure 4.,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig4.jpg,Senescence,http://purl.obolibrary.org/obo/GO_0090398,process,Liver cirrhosis / NAFLD,http://purl.obolibrary.org/obo/DOID_0080208,disease,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Figure 4.,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig4.jpg,Senescence,http://purl.obolibrary.org/obo/GO_0090398,process,Glomerulosclerosis,http://purl.obolibrary.org/obo/DOID_0050851,disease,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Figure 4.,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig4.jpg,Senescence,http://purl.obolibrary.org/obo/GO_0090398,process,Type 2 Diabetes,http://purl.obolibrary.org/obo/DOID_9352,disease,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Figure 4.,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig4.jpg,Senescence,http://purl.obolibrary.org/obo/GO_0090398,process,Cachexia,http://purl.obolibrary.org/obo/SYMP_0000402,,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Figure 4.,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig4.jpg,Senescence,http://purl.obolibrary.org/obo/GO_0090398,process,Sarcopenia,http://purl.obolibrary.org/obo/NCIT_C186726,,posi
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Figure 4.,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/bin/JCB_201708092_Fig4.jpg,Senescence,http://purl.obolibrary.org/obo/GO_0090398,process,Osteoarthritis,http://purl.obolibrary.org/obo/DOID_8398,disease,posi
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,Figure 1.,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/bin/1565f01.jpg,Senescent Cell,http://purl.obolibrary.org/obo/GO_0090398,process,Wound healing/Fibrosis resolution,http://purl.obolibrary.org/obo/GO_0042060,process,posi
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,Figure 1.,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/bin/1565f01.jpg,Senescent Cell,http://purl.obolibrary.org/obo/GO_0090398,process,Wound healing/Fibrosis resolution,http://purl.bioontology.org/ontology/HOIP/HOIP_0060892,process,posi
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,Figure 1.,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/bin/1565f01.jpg,Senescent Cell,http://purl.obolibrary.org/obo/GO_0090398,process,Immune cell recruitment,http://purl.obolibrary.org/obo/GO_0050900,process,posi
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,Figure 1.,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/bin/1565f01.jpg,Senescent Cell,http://purl.obolibrary.org/obo/GO_0090398,process,Cell fate/differentiation,http://purl.obolibrary.org/obo/GO_0030154,process,posi
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,Figure 1.,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/bin/1565f01.jpg,Senescent Cell,http://purl.obolibrary.org/obo/GO_0090398,process,Cell fate/differentiation,http://purl.obolibrary.org/obo/GO_0045165,process,posi
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,Figure 1.,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/bin/1565f01.jpg,Senescent Cell,http://purl.obolibrary.org/obo/GO_0090398,process,Tumor Promotion,http://purl.bioontology.org/ontology/HOIP/HOIP_0060842,process,nega
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,Figure 1.,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/bin/1565f01.jpg,Senescent Cell,http://purl.obolibrary.org/obo/GO_0090398,process,Tissue dysfunction/Inflammation,http://purl.bioontology.org/ontology/HOIP/HOIP_0039037,process,nega
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,Figure 1.,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/bin/1565f01.jpg,Senescent Cell,http://purl.obolibrary.org/obo/GO_0090398,process,Tissue dysfunction/Inflammation,http://purl.obolibrary.org/obo/GO_0006954,process,nega
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,Figure 1.,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/bin/1565f01.jpg,Senescent Cell,http://purl.obolibrary.org/obo/GO_0090398,process,Immune evasion,http://purl.obolibrary.org/obo/GO_0050900,process,nega
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,Figure 1.,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/bin/1565f01.jpg,Senescent Cell,http://purl.obolibrary.org/obo/GO_0090398,process,Paracrine senescence,http://purl.obolibrary.org/obo/GO_0038001,process,nega
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,Figure 1.,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/bin/1565f01.jpg,Senescent Cell,http://purl.obolibrary.org/obo/GO_0090398,process,Plasticity/Stemness,http://purl.bioontology.org/ontology/HOIP/HOIP_0060836,process,posi
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,Figure 1.,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/bin/1565f01.jpg,Senescent Cell,http://purl.obolibrary.org/obo/GO_0090398,process,Plasticity/Stemness,http://purl.obolibrary.org/obo/GO_0048866,process,posi
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,Telomere Erosion,http://purl.bioontology.org/ontology/HOIP/HOIP_0060049,process,cellular senescence*,http://purl.obolibrary.org/obo/GO_0090398,process,posi
