pmid,pmcid,title,figure_id,figure_title,figure_url,node_name,node_type_annotation,node_type_prediction,result
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,CDK4/6,molecule,molecule,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,G1 Arrest,process,process,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,INK4A/ARF induction,process,process,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,DNA damage,process,process,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,Inflammation,process,process,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,ROS,compound,molecule,False
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,DDR,process,process,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,JMJ3D,molecule,molecule,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,Mitochondrial dysfunction,process,process,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,Oncogene overexpression,process,process,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,ARF,molecule,molecule,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,p53,molecule,molecule,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,p16,molecule,molecule,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,INK4A/ARF locus,molecule,compound,False
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,MDM2,molecule,molecule,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,CD4+ T Cell,cell,cell,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,Immune cell recruitment,process,process,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,Autocrine senescence,process,process,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,Paracrine senescence,process,process,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,SASP,process,molecule,False
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,NK Cell,cell,cell,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,Macrophage,cell,cell,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,Tissue remodeling,process,process,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Sarcopenia,,disease,False
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Liver cirrhosis / NAFLD,disease,disease,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Osteoarthritis,disease,disease,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Idiopathic pulmonary fibrosis (IPF),disease,disease,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Atherosclerosis,disease,disease,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Senescence,process,process,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Glomerulosclerosis,disease,disease,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Cachexia,,disease,False
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Type 2 Diabetes,disease,disease,True
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Glaucoma,disease,disease,True
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,Wound healing/Fibrosis resolution,process,process,True
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,Immune cell recruitment,process,process,True
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,Tissue dysfunction/Inflammation,process,disease,False
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,Tumor Promotion,process,disease,False
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,Senescent Cell,process,cell,False
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,Cell fate/differentiation,process,process,True
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,Immune evasion,process,process,True
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,Paracrine senescence,process,process,True
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,Plasticity/Stemness,process,process,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,Autophagy,process,process,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,IL-8,molecule,process,False
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,Irradiation,process,process,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,ROS,compound,molecule,False
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,PI3K,molecule,molecule,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,metabolic changes （lysosomal and mitochondrial expansion),process,process,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,p14,molecule,molecule,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,cGAS,molecule,molecule,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,PAI-1,molecule,molecule,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,Resistance to apoptosis,process,process,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,IGFBP-7,molecule,process,False
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,IFN-γ,molecule,molecule,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,CCL20,molecule,molecule,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,Enlarged cell size,process,process,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,Chemotherapy,process,process,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,STING,molecule,molecule,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,ROS,,molecule,False
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,IL-1α,molecule,molecule,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,Developmental cues,process,process,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,Oxidative stress,process,process,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,DNA-SCARS,,process,False
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,mTOR,molecule,process,False
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,p53,molecule,molecule,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,p15,molecule,molecule,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,BCL-2,molecule,molecule,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,p16,molecule,molecule,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,p27,molecule,molecule,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,TGF-β,molecule,molecule,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,Oncogene activation,process,process,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,IL-6,molecule,molecule,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,cellular senescence*,process,process,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,c/EBPβ,molecule,molecule,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,CCFs,molecule,molecule,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,DNA damage,process,process,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,SASP genes,molecule,process,False
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,CCL2,molecule,molecule,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,Paracrine senescence,process,molecule,False
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,permanent cell cycle arrest (G1 or G2),process,process,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,LaminB1,molecule,molecule,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,Reinforcement of growth arrest,process,process,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,Telomere Erosion,process,process,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,VEGF,molecule,molecule,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,SAHF,,molecule,False
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,AKT,molecule,molecule,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,p21,molecule,molecule,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,iPSC reprogramming,process,process,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,Tissue damage,process,process,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,SA-β-gal,molecule,process,False
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,NF-kB,molecule,molecule,True
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,SASP,process,molecule,False
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,Autocrine senescence,process,compound,False
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,Gro-α,molecule,molecule,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Pro-fibrotic,process,process,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Vascularization,process,process,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Repair,process,process,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Tissue Patterning,process,process,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Anti-fibrotic,process,process,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Cell Differentiation,process,process,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Matrix Remodeling,process,process,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Immune Modulation,process,process,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Chronic Inflammation,process,disease,False
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,SC Accumulation,process,process,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Pro-Inflammatory,process,process,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Stem Cell Exhaustion,process,process,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Cell Proliferation,process,process,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Persistent SASP,process,process,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Tissue Dysfunction,process,process,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,transient SASP,process,process,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Tumour Progression,process,disease,False
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,SC clearance,process,process,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Cell Plasticity,process,process,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Clearance Regulation,process,process,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Age related diseases,disease,process,False
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Inflammation,process,process,True
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,Development,process,process,True
