pmid,pmcid,title,figure_id,figure_title,figure_url,source_node_name_annotation,source_node_type_annotation,source_node_uri_annotation,target_node_name_annotation,target_node_type_annotation,target_node_uri_annotation,source_node_name_prediction,source_node_type_prediction,source_node_uri_prediction,target_node_name_prediction,target_node_type_prediction,target_node_uri_prediction,result
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,CDK4/6,molecule,http://purl.obolibrary.org/obo/PR_P11802,Rb,molecule,http://purl.obolibrary.org/obo/PR_P06400,CDK4/6,molecule,http://purl.obolibrary.org/obo/PR_P11802,Rb,molecule,http://purl.obolibrary.org/obo/PR_P06400,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,MDM2,molecule,http://purl.obolibrary.org/obo/PR_Q00987,p53,molecule,http://purl.obolibrary.org/obo/PR_P04637,MDM2,molecule,http://purl.obolibrary.org/obo/PR_Q00987,p53,molecule,http://purl.obolibrary.org/obo/PR_P04637,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,JMJ3D,molecule,http://purl.obolibrary.org/obo/PR_O15054,INK4A/ARF locus,molecule,http://purl.obolibrary.org/obo/PR_Q8N726,JMJ3D,molecule,http://purl.obolibrary.org/obo/PR_O15054,INK4A/ARF locus,molecule,http://purl.obolibrary.org/obo/PR_Q8N726,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,DNA damage,process,http://purl.obolibrary.org/obo/NCIT_C16507,DDR,process,http://purl.obolibrary.org/obo/GO_0006974,DNA damage,process,http://purl.obolibrary.org/obo/NCIT_C16507,DDR,process,http://purl.obolibrary.org/obo/GO_0006974,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,p53,molecule,http://purl.obolibrary.org/obo/PR_P04637,p21,molecule,http://purl.obolibrary.org/obo/PR_P38936,p53,molecule,http://purl.obolibrary.org/obo/PR_P04637,p21,molecule,http://purl.obolibrary.org/obo/PR_P38936,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,ROS,compound,http://purl.obolibrary.org/obo/CHEBI_26523,DNA damage,process,http://purl.obolibrary.org/obo/NCIT_C16507,ROS,compound,http://purl.obolibrary.org/obo/CHEBI_26523,DNA damage,process,http://purl.obolibrary.org/obo/NCIT_C16507,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,JMJ3D,molecule,http://purl.obolibrary.org/obo/PR_O15054,INK4A/ARF locus,molecule,http://purl.obolibrary.org/obo/PR_000030011,JMJ3D,molecule,http://purl.obolibrary.org/obo/PR_O15054,INK4A/ARF locus,molecule,http://purl.obolibrary.org/obo/PR_000030011,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,INK4A/ARF induction,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060807,ARF,molecule,http://purl.obolibrary.org/obo/PR_Q8N726,,,,,,,False Negative
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,INK4A/ARF induction,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060807,p16,molecule,http://purl.obolibrary.org/obo/PR_000030011,,,,,,,False Negative
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,p16,molecule,http://purl.obolibrary.org/obo/PR_000030011,CDK4/6,molecule,http://purl.obolibrary.org/obo/PR_P11802,,,,,,,False Negative
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,p21,molecule,http://purl.obolibrary.org/obo/PR_P38936,CDK4/6,molecule,http://purl.obolibrary.org/obo/PR_P11802,,,,,,,False Negative
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,ARF,molecule,http://purl.obolibrary.org/obo/PR_Q8N726,MDM2,molecule,http://purl.obolibrary.org/obo/PR_Q00987,,,,,,,False Negative
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,p16,molecule,http://purl.obolibrary.org/obo/PR_000030011,CDK4/6,molecule,http://purl.obolibrary.org/obo/PR_Q00534,,,,,,,False Negative
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,Telomere erosion,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060049,DDR,process,http://purl.obolibrary.org/obo/GO_0006974,,,,,,,False Negative
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,Mitochondrial dysfunction,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0002361,DDR,process,http://purl.obolibrary.org/obo/GO_0006974,,,,,,,False Negative
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,Inflammation,process,http://purl.obolibrary.org/obo/GO_0006954,DDR,process,http://purl.obolibrary.org/obo/GO_0006974,,,,,,,False Negative
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,Oncogene overexpression,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060805,DDR,process,http://purl.obolibrary.org/obo/GO_0006974,,,,,,,False Negative
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,p21,molecule,http://purl.obolibrary.org/obo/PR_P38936,CDK4/6,molecule,http://purl.obolibrary.org/obo/PR_Q00534,,,,,,,False Negative
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,Rb,molecule,http://purl.obolibrary.org/obo/PR_P06400,G1 Arrest,process,http://purl.obolibrary.org/obo/GO_1902807,,,,,,,False Negative
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,,,,,,,ARF,molecule,http://purl.obolibrary.org/obo/PR_Q8N726,INK4A/ARF locus,molecule,http://purl.obolibrary.org/obo/PR_000030011,False Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,,,,,,,Mitochondrial dysfunction,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0002361,DNA damage,process,http://purl.obolibrary.org/obo/NCIT_C16507,False Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,,,,,,,Inflammation,process,http://purl.obolibrary.org/obo/GO_0006954,DNA damage,process,http://purl.obolibrary.org/obo/NCIT_C16507,False Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,,,,,,,Oncogene overexpression,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060805,DNA damage,process,http://purl.obolibrary.org/obo/NCIT_C16507,False Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,,,,,,,p16,molecule,http://purl.obolibrary.org/obo/PR_000030011,INK4A/ARF induction,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060807,False Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,,,,,,,JMJ3D,molecule,http://purl.obolibrary.org/obo/PR_O15054,INK4A/ARF induction,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060807,False Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,,,,,,,p21,molecule,http://purl.obolibrary.org/obo/PR_P38936,MDM2,molecule,http://purl.obolibrary.org/obo/PR_Q00987,False Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,,,,,,,ARF,molecule,http://purl.obolibrary.org/obo/PR_Q8N726,INK4A/ARF locus,molecule,http://purl.obolibrary.org/obo/PR_Q8N726,False Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,,,,,,,CDK4/6,molecule,http://purl.obolibrary.org/obo/PR_Q00534,G1 Arrest,process,http://purl.obolibrary.org/obo/GO_1902807,False Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,,,,,,,ARF,molecule,http://purl.obolibrary.org/obo/PR_Q8N726,INK4A/ARF induction,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060807,False Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,,,,,,,CDK4/6,molecule,http://purl.obolibrary.org/obo/PR_P11802,G1 Arrest,process,http://purl.obolibrary.org/obo/GO_1902807,False Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig2,Pathways regulating senescence-mediated arrest.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig2/,,,,,,,Telomere erosion,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060049,DNA damage,process,http://purl.obolibrary.org/obo/NCIT_C16507,False Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Paracrine senescence,process,http://purl.obolibrary.org/obo/GO_0038001,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Paracrine senescence,process,http://purl.obolibrary.org/obo/GO_0038001,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Tissue remodeling,process,http://purl.obolibrary.org/obo/GO_0048771,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Tissue remodeling,process,http://purl.obolibrary.org/obo/GO_0048771,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Immune cell recruitment,process,http://purl.obolibrary.org/obo/GO_0050900,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Immune cell recruitment,process,http://purl.obolibrary.org/obo/GO_0050900,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Autocrine senescence,process,http://purl.obolibrary.org/obo/GO_0035425,,,,,,,False Negative
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,NK Cell,cell,http://purl.obolibrary.org/obo/CL_0000623,,,,,,,False Negative
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,Macrophage,cell,http://purl.obolibrary.org/obo/CL_0000235,,,,,,,False Negative
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,SASP,process,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,CD4+ T Cell,cell,http://purl.obolibrary.org/obo/CL_0000624,,,,,,,False Negative
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,,,,,,,Immune cell recruitment,process,http://purl.obolibrary.org/obo/GO_0050900,Macrophage,cell,http://purl.obolibrary.org/obo/CL_0000235,False Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,,,,,,,Immune cell recruitment,process,http://purl.obolibrary.org/obo/GO_0050900,CD4+ T Cell,cell,http://purl.obolibrary.org/obo/CL_0000624,False Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig3,Functions of the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig3/,,,,,,,Immune cell recruitment,process,http://purl.obolibrary.org/obo/GO_0050900,NK Cell,cell,http://purl.obolibrary.org/obo/CL_0000623,False Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Osteoarthritis,disease,http://purl.obolibrary.org/obo/DOID_8398,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Osteoarthritis,disease,http://purl.obolibrary.org/obo/DOID_8398,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Sarcopenia,,http://purl.obolibrary.org/obo/NCIT_C186726,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Sarcopenia,,http://purl.obolibrary.org/obo/NCIT_C186726,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Cachexia,,http://purl.obolibrary.org/obo/SYMP_0000402,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Cachexia,,http://purl.obolibrary.org/obo/SYMP_0000402,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Glomerulosclerosis,disease,http://purl.obolibrary.org/obo/DOID_0050851,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Glomerulosclerosis,disease,http://purl.obolibrary.org/obo/DOID_0050851,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Liver cirrhosis / NAFLD,disease,http://purl.obolibrary.org/obo/DOID_0080208,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Liver cirrhosis / NAFLD,disease,http://purl.obolibrary.org/obo/DOID_0080208,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Glaucoma,disease,http://purl.obolibrary.org/obo/DOID_1686,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Glaucoma,disease,http://purl.obolibrary.org/obo/DOID_1686,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Atherosclerosis,disease,http://purl.obolibrary.org/obo/DOID_1936,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Atherosclerosis,disease,http://purl.obolibrary.org/obo/DOID_1936,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Idiopathic pulmonary fibrosis (IPF),disease,http://purl.obolibrary.org/obo/DOID_0050156,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Idiopathic pulmonary fibrosis (IPF),disease,http://purl.obolibrary.org/obo/DOID_0050156,True Positive
29114066,PMC5748990,"Senescence and aging: Causes, consequences, and therapeutic avenues",fig4,Involvement of senescence in disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748990/figure/fig4/,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Type 2 Diabetes,disease,http://purl.obolibrary.org/obo/DOID_9352,Senescence,process,http://purl.obolibrary.org/obo/GO_0090398,Type 2 Diabetes,disease,http://purl.obolibrary.org/obo/DOID_9352,True Positive
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,Senescent Cell,process,http://purl.obolibrary.org/obo/GO_0090398,Wound healing/Fibrosis resolution,process,http://purl.obolibrary.org/obo/GO_0042060,Senescent Cell,process,http://purl.obolibrary.org/obo/GO_0090398,Wound healing/Fibrosis resolution,process,http://purl.obolibrary.org/obo/GO_0042060,True Positive
33262144,PMC7706700,Senescence and the SASP: many therapeutic avenues,GAD343129BIRF1,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7706700/figure/GAD343129BIRF1/,Senescent Cell,process,http://purl.obolibrary.org/obo/GO_0090398,Immune cell recruitment,process,http://purl.obolibrary.org/obo/GO_0050900,Senescent Cell,process,http://purl.obolibrary.org/obo/GO_0090398,Immune cell recruitment,process,http://purl.obolibrary.org/obo/GO_0050900,True Positive
